spine,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,P0,P1,P2,P3,Xbar,Ybar,State
1,0.65581888,0.559890091,-1.251236439,0.998822272,0.692937195,0.50302732,-1.158664465,0.997619987,0.712573588,0.510484815,-1.159379721,0.997781694,0.729897559,0.515992761,-1.159488082,0.996611118,0.636321187,0.480911434,-1.181051016,0.998255372,0.613537192,0.472414196,-1.180484772,0.998811901,0.58970958,0.464889884,-1.181155443,0.99870801,0.740602434,0.550659418,-0.660253346,0.995232821,0.537743986,0.482555121,-0.743050635,0.99920404,0.671533167,0.645573318,-1.067463875,0.9987185,0.599674284,0.622075379,-1.092903376,0.999540508,0.794597566,0.919229269,-0.346851498,0.973854303,0.316416115,0.83580333,-0.490797371,0.994648755,0.852479935,1.364956617,-0.29454273,0.042090643,0.193369538,1.29579103,-0.385738432,0.229909912,0.8170228,1.611544847,-0.724412799,0.011684613,0.222902343,1.585245728,-0.855403721,0.038975492,0.829003692,1.717163324,-0.850516796,0.015156454,0.21194236,1.698616147,-1.001192451,0.041809227,0.790842772,1.690057278,-0.911306083,0.022482231,0.255197138,1.680381298,-1.093248248,0.065839931,0.776375175,1.64211607,-0.774460196,0.021396283,0.266668409,1.632650614,-0.91005677,0.059555899,0.654933631,1.688038588,-0.041432828,0.000508889,0.339699984,1.642401934,0.04630122,0.00046735,0.598384798,2.339438438,-0.100915395,0.001908334,0.322733194,2.294970036,-0.121051863,0.000923378,0.568996966,2.932722807,0.596861184,0.000212291,0.304312021,2.878485441,0.401124299,6.00E-05,0.564472795,3.039569378,0.621005416,9.06E-05,0.289402187,2.980213404,0.425987959,0.00012353,0.522813737,3.112754107,-0.094691738,0.000314131,0.360255778,3.063716173,-0.335165799,0.000415413,155,256,29,52,124,-330,3
0,0.578330398,0.508847058,-1.373226762,0.999369919,0.614088297,0.448486775,-1.294805765,0.99896425,0.634350657,0.450188607,-1.295393229,0.999060869,0.652345002,0.453530908,-1.295415878,0.998843014,0.546847284,0.448329985,-1.294915676,0.998961985,0.524163783,0.451086402,-1.294682264,0.999094307,0.50615263,0.453400999,-1.295368552,0.999040544,0.683914483,0.495097965,-0.802403808,0.998970568,0.483899653,0.489293009,-0.787129283,0.99924469,0.620857358,0.589004695,-1.188424349,0.999438882,0.539138913,0.583756864,-1.185423732,0.999575019,0.840079486,0.877632499,-0.502478719,0.982167721,0.340594411,0.878667712,-0.520219862,0.978515983,0.947786927,1.298971891,-0.738330126,0.248287857,0.255248904,1.328702569,-0.691823542,0.124387942,0.940354168,1.512479186,-1.504775524,0.232960522,0.294145018,1.583680511,-1.500954866,0.048943419,0.96890384,1.595831752,-1.697253466,0.222235799,0.290200889,1.690938473,-1.711770415,0.059173044,0.925501823,1.563205361,-1.768504858,0.243565485,0.3248896,1.656873703,-1.782327294,0.095187522,0.904957771,1.529514074,-1.564630985,0.233265802,0.335939914,1.614228964,-1.561389804,0.090628393,0.752237618,1.732034445,-0.053754162,0.002849436,0.428444713,1.72441864,0.05913011,0.00148821,0.728502452,2.397865772,-0.019524602,0.012076613,0.432454258,2.377919674,-0.10843353,0.003165034,0.7376436,2.99315691,0.701102734,0.000467639,0.447193295,2.963756323,0.440784395,8.02E-05,0.744562507,3.100738525,0.726591408,0.000222294,0.44815588,3.063173532,0.468172312,0.000134769,0.687927783,3.176640511,-0.011370962,0.00052509,0.500221074,3.151707172,-0.302247643,0.000609306,169,242,29,50,94,-332,2
0,0.576865554,0.508715808,-1.366649032,0.998270869,0.612648308,0.449434638,-1.273625016,0.998029232,0.632887244,0.451112449,-1.274305701,0.997879982,0.650299788,0.454507291,-1.27445364,0.997986019,0.545602202,0.448698342,-1.280442238,0.997912288,0.522830606,0.451568484,-1.280530691,0.99779886,0.504212618,0.453777522,-1.281293631,0.998111665,0.679652214,0.496785045,-0.745714664,0.997754335,0.482865661,0.489950597,-0.771787524,0.997984469,0.619456172,0.58944571,-1.172442675,0.998484135,0.53615272,0.583803713,-1.180673003,0.998737991,0.830901623,0.890555978,-0.411330372,0.952425897,0.341382563,0.875260949,-0.427235216,0.930832386,0.930832088,1.301964879,-0.450215101,0.194666699,0.252210706,1.281280637,-0.425779045,0.078212678,0.929882884,1.596284986,-0.985033214,0.259943962,0.27344647,1.502870679,-1.097180963,0.035222389,0.951199651,1.696667433,-1.133640289,0.269963562,0.275083423,1.597628236,-1.28627038,0.053160965,0.916253746,1.672477722,-1.225150228,0.293083966,0.294182539,1.558334351,-1.387760878,0.084656909,0.89667511,1.629459143,-1.046253681,0.275893897,0.301043212,1.52223742,-1.163501143,0.077912048,0.715896547,1.713938117,-0.062419277,0.001947966,0.413039684,1.698221803,0.067387849,0.001193706,0.685862839,2.34372735,-0.188504413,0.009201892,0.404304206,2.288262844,-0.310789257,0.003230776,0.695158005,2.945652723,0.41987887,0.000408626,0.409168005,2.898635149,0.118242756,0.000127202,0.69968456,3.046505928,0.432299227,0.000176294,0.40557155,2.996946812,0.131308049,0.000165933,0.658475757,3.111860514,-0.299793124,0.00062057,0.455967963,3.076332092,-0.644703865,0.00099428,171,245,29,50,95,-337,2
0,0.578079581,0.510966897,-1.324648738,0.997958243,0.61204201,0.45043087,-1.23500967,0.997127831,0.631262481,0.451598287,-1.235657454,0.996787906,0.647676468,0.454647243,-1.235768914,0.996926665,0.546102047,0.451189905,-1.242449999,0.99726969,0.5229128,0.454520375,-1.242334723,0.99721545,0.503584981,0.456540138,-1.243132353,0.997776628,0.676551521,0.496728241,-0.725510299,0.996087909,0.481713951,0.490632206,-0.750855505,0.997527838,0.619454265,0.590996146,-1.138066292,0.99818784,0.537348092,0.587989688,-1.146169066,0.998710036,0.831009388,0.8898229,-0.402459145,0.948793471,0.339220077,0.875169337,-0.43813628,0.956371903,0.922949612,1.298469543,-0.408632666,0.09078452,0.24607031,1.298427343,-0.394887328,0.109326631,0.917521298,1.580483675,-0.940835178,0.016969854,0.259843677,1.533368587,-1.018131018,0.023979565,0.937264264,1.677366614,-1.094863176,0.027789673,0.253188461,1.630114436,-1.198542356,0.037404791,0.903308392,1.650459051,-1.187084675,0.041159067,0.277797788,1.593522787,-1.298352242,0.059995871,0.883904338,1.609861135,-1.004957914,0.038982019,0.289559782,1.557112098,-1.083335996,0.056227621,0.716165602,1.700894713,-0.05495007,0.000905691,0.409432977,1.686748981,0.059927803,0.000780615,0.685464323,2.35756135,-0.159516454,0.004555705,0.402864456,2.313128471,-0.260541767,0.00179445,0.683157802,2.957659006,0.451697528,0.000199335,0.402509511,2.917788744,0.176983669,0.000101985,0.686096549,3.057399988,0.464810282,7.67E-05,0.398483127,3.015239,0.191398889,0.000117952,0.643390357,3.128852129,-0.262644172,0.000327453,0.446447134,3.092704535,-0.57828933,0.000694478,171,246,29,50,96,-338,2
0,0.588294625,0.51165098,-1.29755044,0.998493791,0.617678463,0.450508177,-1.210926652,0.99762255,0.635359049,0.451530993,-1.211587071,0.997545063,0.652431607,0.453963131,-1.211702347,0.997455001,0.552218318,0.451812118,-1.218278646,0.997749448,0.52901423,0.454513758,-1.218084812,0.997829676,0.508404374,0.456550628,-1.218875408,0.998176157,0.678151369,0.494610399,-0.71329844,0.997069776,0.485188633,0.489703119,-0.735713005,0.998302996,0.626676977,0.589001298,-1.112349391,0.998666883,0.545272529,0.58838135,-1.12057662,0.999089241,0.831676185,0.889477134,-0.388433903,0.962370396,0.34245044,0.869170606,-0.435475111,0.970833004,0.907711864,1.302024364,-0.402202606,0.075395815,0.250463367,1.293225408,-0.40572843,0.113388367,0.898446441,1.602953315,-0.948294282,0.016158117,0.252066642,1.555628896,-1.083007336,0.030649398,0.918494225,1.706477046,-1.108365297,0.028931547,0.239456177,1.655640483,-1.279625297,0.047526117,0.882101417,1.684108615,-1.201251745,0.044698093,0.266998589,1.624621987,-1.379948735,0.078070834,0.861659646,1.641122222,-1.01334846,0.042162899,0.282136619,1.586906791,-1.154018164,0.073064327,0.710877776,1.690266013,-0.041901503,0.000685106,0.405171394,1.674634457,0.04713396,0.000604873,0.678608954,2.356960535,-0.134966478,0.004626439,0.401370138,2.313229799,-0.308428854,0.001628959,0.676831841,2.956143856,0.455359131,0.000181317,0.403064013,2.917887449,0.119951211,6.68E-05,0.67960459,3.057025671,0.46721822,7.73E-05,0.399888366,3.017171144,0.134228677,8.49E-05,0.634601951,3.12674427,-0.25396806,0.000282251,0.447086245,3.090149879,-0.636430383,0.000492019,172,246,30,50,94,-338,2
2,0.550052822,0.538226247,-1.403773189,0.993609548,0.574969172,0.46729365,-1.342669129,0.991883576,0.598219812,0.463411599,-1.343381763,0.992028058,0.619614303,0.461376607,-1.343710661,0.99206996,0.511433482,0.481217593,-1.330107212,0.992212832,0.494572729,0.486083031,-1.330247402,0.992586792,0.477451384,0.491490781,-1.331027746,0.993653536,0.652929664,0.491958112,-0.891424,0.992007375,0.463083029,0.526183844,-0.80959928,0.993294418,0.606647432,0.606414258,-1.226163507,0.995198071,0.521031499,0.61715138,-1.204183459,0.995894969,0.854683042,0.85667783,-0.523628652,0.952152252,0.359725624,0.901202559,-0.437524408,0.955426097,0.979125857,1.244682312,-0.529411316,0.20278731,0.280504048,1.328848004,-0.2696127,0.189525306,0.95858556,1.550002813,-1.006568193,0.022066178,0.306336612,1.621713161,-0.802964032,0.021713061,0.973153114,1.656059504,-1.146769643,0.028806714,0.305739462,1.73453331,-0.964053035,0.029356632,0.936742127,1.637161016,-1.245809913,0.041341662,0.328780472,1.706424713,-1.070716619,0.045099132,0.919961274,1.592339158,-1.066814661,0.038643848,0.337456763,1.659225702,-0.871111214,0.043051995,0.771243215,1.691652536,-0.072311968,0.002662482,0.468593299,1.689784765,0.076897606,0.002285782,0.758922815,2.309803247,-0.344949663,0.017099235,0.47619015,2.274022102,-0.323805124,0.009069446,0.788796306,2.9124856,0.190653145,0.000858531,0.515724659,2.886557817,0.005339046,0.000711968,0.797372162,3.015457392,0.196127623,0.000328965,0.520357072,2.983056307,0.00537716,0.000845751,0.760874927,3.081080914,-0.528459013,0.001250326,0.56733495,3.074638844,-0.736554027,0.002793283,174,244,29,51,92,-338,2
2,0.523286283,0.553900898,-1.37517035,0.995553792,0.54885757,0.476140201,-1.321058154,0.993096948,0.575717032,0.469397873,-1.321808219,0.99409163,0.59784925,0.464211106,-1.322207451,0.993471622,0.488838732,0.493666708,-1.303106666,0.993014574,0.469275296,0.499952435,-1.302881718,0.99399662,0.453898519,0.507642031,-1.303611398,0.994133592,0.637296677,0.489649236,-0.875026226,0.993995547,0.442957968,0.541849792,-0.771894813,0.994646966,0.588333726,0.619735837,-1.199774027,0.996603012,0.504316211,0.639650047,-1.169736981,0.996867478,0.8535918,0.851895452,-0.498001724,0.969229758,0.363486975,0.912520826,-0.389487505,0.97298646,0.951829612,1.251682997,-0.411872208,0.177973717,0.292384744,1.320990086,-0.117367826,0.17287606,0.92808485,1.57418716,-0.798934698,0.017225923,0.310249567,1.625554323,-0.547608674,0.019562528,0.944840252,1.687799573,-0.911862016,0.021806398,0.303645402,1.743526101,-0.688345551,0.024144497,0.905535817,1.676123023,-1.011292934,0.032911383,0.332053244,1.727780581,-0.796517611,0.038220055,0.888977826,1.627479553,-0.855465531,0.030554693,0.34331733,1.677529097,-0.612963974,0.036782417,0.787272573,1.657337308,-0.072383143,0.001562539,0.480722845,1.664317369,0.077257387,0.001392763,0.79002279,2.317896366,-0.219314545,0.010006422,0.504450202,2.28554225,-0.262911886,0.005292102,0.819466412,2.906132698,0.327211678,0.000658676,0.543419838,2.887094975,0.104904868,0.000432733,0.830791831,3.007568121,0.336829096,0.000262131,0.549638569,2.986368895,0.114030302,0.000574818,0.780418098,3.07877779,-0.386453569,0.000825798,0.599393725,3.065573692,-0.64653194,0.00184261,165,208,26,46,63,-301,2
2,0.511619687,0.557520688,-1.253204107,0.996481061,0.535518765,0.479883701,-1.200222969,0.993911028,0.561876297,0.471797615,-1.20098877,0.99516654,0.584611535,0.464815348,-1.201439142,0.99435097,0.47693181,0.500673652,-1.178224564,0.99350512,0.458408028,0.50990814,-1.177717924,0.994564354,0.442015827,0.52014488,-1.178401232,0.994354546,0.623811722,0.487668574,-0.774304688,0.995525062,0.427638471,0.550979316,-0.644252658,0.995405853,0.576940119,0.622462094,-1.086043119,0.997658074,0.49648577,0.644776285,-1.049949288,0.997534692,0.852445126,0.844701409,-0.439458698,0.978285193,0.357116997,0.917541623,-0.294485241,0.979786694,0.965062976,1.240392685,-0.395052493,0.164601371,0.285127252,1.3241961,-0.126130074,0.155893698,0.936041653,1.56908226,-0.721244991,0.022497375,0.309303582,1.617651701,-0.612320304,0.026518209,0.952589691,1.683446288,-0.835791111,0.027821261,0.303082556,1.737330079,-0.753339231,0.032657098,0.911879897,1.668610692,-0.921648145,0.042733129,0.336794525,1.710583568,-0.845518231,0.051597573,0.894726455,1.624706388,-0.773039162,0.039592285,0.349798024,1.662374496,-0.671150208,0.049252648,0.791207552,1.66830492,-0.0966153,0.001177661,0.480718762,1.676861167,0.10189341,0.001045772,0.78663379,2.322811365,-0.193011791,0.00678165,0.498108476,2.295779705,-0.108076192,0.003725091,0.804920971,2.906336546,0.424055725,0.000536839,0.523913443,2.888289928,0.341048539,0.000283945,0.816552818,3.005004168,0.441331804,0.000218662,0.529247999,2.986847878,0.36194998,0.000440058,0.758053601,3.083897352,-0.300513655,0.000592929,0.574395895,3.070345163,-0.391412199,0.001510197,166,205,29,48,58,-294,2
2,0.493463576,0.561100006,-1.139335871,0.999317229,0.515611947,0.484068334,-1.091580153,0.998684764,0.54034251,0.475469559,-1.092186451,0.999082565,0.565042853,0.467042893,-1.092671871,0.99877286,0.459350586,0.506034791,-1.05962491,0.998442292,0.442799181,0.51566565,-1.058859348,0.998832524,0.423556417,0.525698841,-1.059287786,0.9985618,0.609689713,0.487191141,-0.705074787,0.9991979,0.415091187,0.555605888,-0.521255612,0.99905163,0.557561994,0.62569195,-0.990067601,0.999596417,0.480694294,0.647032142,-0.938452363,0.999441564,0.84910953,0.838685215,-0.455047041,0.994113505,0.345953465,0.927004158,-0.253679723,0.995095134,0.997591972,1.234868884,-0.654176116,0.152649269,0.280273259,1.339448333,-0.166532993,0.204404518,0.964253545,1.561450958,-1.185916901,0.038863435,0.300242305,1.628364921,-0.719063938,0.060711171,0.986794829,1.680480242,-1.337147355,0.045030128,0.2831797,1.747615695,-0.860473037,0.070380338,0.92450726,1.671393514,-1.390665054,0.07380712,0.326570958,1.725552917,-0.943476558,0.112880342,0.906743169,1.626308084,-1.229769349,0.072616838,0.343673229,1.676722169,-0.776088834,0.106997736,0.799665332,1.670643926,-0.112452343,0.000857993,0.478698552,1.689239621,0.117916688,0.000773746,0.802139282,2.339238882,-0.113330126,0.002008136,0.503276944,2.346767902,0.197731018,0.001248586,0.824612319,2.925527096,0.576477051,0.000454889,0.5407902,2.93394208,0.704527497,7.88E-05,0.842591941,3.02704978,0.605542958,0.000253608,0.546672702,3.031695843,0.732681155,0.000214495,0.77071768,3.111367226,-0.109016143,0.000288404,0.598698437,3.133833885,0.009447429,0.000479116,171,215,29,49,64,-308,2
2,0.500114202,0.551609695,-1.166438103,0.999771476,0.524847865,0.475643605,-1.114725113,0.999557972,0.550796151,0.466567487,-1.115116239,0.999682605,0.572412133,0.459817111,-1.115537882,0.999571502,0.465075791,0.498620152,-1.091988206,0.999447227,0.446106851,0.506184042,-1.091178298,0.999569595,0.430225432,0.513004422,-1.091635108,0.999447465,0.612065613,0.484587967,-0.701474547,0.999714911,0.416786611,0.549354017,-0.56148243,0.999651968,0.565669477,0.618055701,-1.005264521,0.99987781,0.483689487,0.636113346,-0.96794194,0.999808669,0.849371552,0.839239776,-0.431924999,0.99716264,0.342290819,0.921374023,-0.31074518,0.997701943,0.963831902,1.254569769,-0.529735506,0.14103286,0.281951398,1.343653917,-0.272864074,0.22529611,0.942816257,1.601200223,-1.017777443,0.047087658,0.311831802,1.638565898,-0.878682435,0.084182605,0.971016765,1.726913214,-1.160004854,0.056996059,0.294025987,1.759477735,-1.032996535,0.093298703,0.911773324,1.723076344,-1.228231907,0.095177867,0.341202527,1.738005996,-1.123863578,0.149181902,0.891387761,1.673288345,-1.067014575,0.094290152,0.357578099,1.68875134,-0.939359486,0.142598048,0.801760852,1.671633244,-0.113232255,0.001080657,0.475875527,1.693216324,0.118636489,0.000987737,0.802132428,2.345226526,-0.017864427,0.001083952,0.492938221,2.35993576,0.292194903,0.000525662,0.818868756,2.92743516,0.760134339,0.000388256,0.527125478,2.942895412,0.906493843,3.24E-05,0.834860444,3.028854132,0.797718644,0.000244683,0.533753991,3.040755749,0.945893288,0.000115128,0.764387071,3.114880323,0.075597882,0.000193052,0.582351089,3.140041351,0.21665366,0.000254635,178,221,30,50,63,-319,2
0,0.561638117,0.519437909,-1.341518641,0.99792248,0.595986247,0.455438703,-1.258184552,0.997311473,0.614220202,0.456048667,-1.258801222,0.996966064,0.632477403,0.457304299,-1.258921623,0.99703294,0.530176103,0.457095444,-1.262649536,0.997418404,0.50667727,0.458748519,-1.26270318,0.997285128,0.486814648,0.459921628,-1.263383508,0.997850358,0.661049783,0.495493144,-0.742657125,0.996426344,0.464783758,0.490129769,-0.756581247,0.997468829,0.603170872,0.597185493,-1.147849321,0.998113334,0.520063281,0.594969511,-1.152822018,0.998651087,0.820581794,0.88348335,-0.415784925,0.950151026,0.326321423,0.875574648,-0.386176854,0.961786449,0.917785048,1.271277308,-0.455445856,0.122682035,0.232647613,1.282776356,-0.361858547,0.148276985,0.918841839,1.533642054,-1.008351207,0.023489434,0.248452187,1.496853232,-1.062735796,0.035582088,0.940080762,1.625659227,-1.158152342,0.03660921,0.246710941,1.587391973,-1.243159533,0.054304451,0.908445239,1.596428275,-1.250627756,0.053999905,0.268312186,1.543454528,-1.329432011,0.086213857,0.888428211,1.557797909,-1.069740295,0.050640985,0.277659565,1.508875966,-1.125943542,0.07841301,0.709192336,1.697189212,-0.06707783,0.001221361,0.406445891,1.68595612,0.07200551,0.001090274,0.689861417,2.302112341,-0.272434354,0.007780628,0.408624738,2.265138388,-0.29532361,0.003517107,0.704488635,2.907885075,0.283595651,0.000321439,0.424722612,2.877957582,0.069729678,0.000197812,0.710630715,3.006757975,0.293793768,0.000117958,0.424078166,2.974872351,0.077291794,0.000242785,0.667003036,3.080563068,-0.414274216,0.000511283,0.467393935,3.056687117,-0.663450181,0.001125449,161,229,31,52,89,-307,2
0,0.561523795,0.519172132,-1.414907336,0.997661829,0.595650077,0.456075519,-1.329404473,0.99738878,0.614041209,0.45689708,-1.330038667,0.997001469,0.631679893,0.458282977,-1.330203295,0.997196674,0.530082166,0.457659125,-1.336952925,0.99742341,0.506479383,0.459421545,-1.33712244,0.997187972,0.486835301,0.460735232,-1.337795019,0.997768462,0.659928799,0.496552736,-0.795083404,0.996639907,0.46470499,0.491418868,-0.822527885,0.997275889,0.60314393,0.59736836,-1.21261096,0.997836113,0.520068526,0.594929159,-1.222295761,0.998368442,0.817445397,0.881952167,-0.446268141,0.946083546,0.327113986,0.875318766,-0.422892332,0.946464717,0.912359416,1.270453811,-0.479861677,0.13765648,0.230930328,1.270947576,-0.376093686,0.122515857,0.915588379,1.524401546,-1.033132672,0.024344785,0.259488523,1.469269872,-1.022154093,0.026175754,0.937116027,1.61103797,-1.179429293,0.037589453,0.264211804,1.556657076,-1.191425085,0.043178126,0.906197906,1.580581307,-1.270336509,0.054285336,0.281416714,1.51205194,-1.274922609,0.067427382,0.886475205,1.543236256,-1.092800856,0.050481368,0.287056088,1.477509022,-1.08148396,0.061548501,0.703666329,1.698061228,-0.068971105,0.001501818,0.404826343,1.689668417,0.0738061,0.001307315,0.69048202,2.306274414,-0.258274496,0.008825815,0.409433663,2.271481514,-0.303552836,0.004089266,0.706946373,2.909371376,0.317898333,0.000366011,0.428999662,2.885582924,0.081231542,0.000277827,0.711993575,3.006850958,0.330983162,0.000133143,0.428698689,2.981797457,0.090243943,0.000319242,0.675135911,3.085676908,-0.379089683,0.000633782,0.474205583,3.063439131,-0.660937726,0.001484282,167,235,32,54,90,-316,2
0,0.560894132,0.519429266,-1.414638042,0.997968495,0.594539404,0.455783516,-1.330270648,0.998062372,0.613504052,0.456223369,-1.330851793,0.997808158,0.630050302,0.457638383,-1.330894589,0.997965038,0.529036164,0.458680362,-1.337743759,0.99798876,0.505634844,0.460600168,-1.33794713,0.997784078,0.487037957,0.462205499,-1.338484049,0.998133063,0.658671498,0.496044129,-0.795134783,0.997762322,0.464993477,0.493390054,-0.825497448,0.997685969,0.603276312,0.596999228,-1.213308215,0.99799341,0.520946145,0.59575963,-1.22294426,0.99820745,0.822980285,0.877627909,-0.466840506,0.953393042,0.325349152,0.8716079,-0.417760521,0.917699516,0.924236298,1.260208368,-0.567930102,0.164748162,0.215281129,1.23067677,-0.415549606,0.102017239,0.922393203,1.489171743,-1.119519949,0.03394657,0.233578473,1.327626586,-1.054931998,0.023421424,0.943297863,1.569968462,-1.244616508,0.050424445,0.23759982,1.39298892,-1.214226723,0.040878765,0.91016674,1.534429431,-1.32511425,0.072099179,0.248710349,1.344246149,-1.281333447,0.062943511,0.892588735,1.499686718,-1.170198202,0.065005094,0.254748881,1.318504691,-1.107085466,0.056736194,0.703447759,1.700559378,-0.077837691,0.001427659,0.404547691,1.692213297,0.082669698,0.001173529,0.683210373,2.321165562,-0.227916077,0.011251444,0.407706887,2.283800364,-0.252661139,0.00472363,0.689386964,2.924961329,0.336303413,0.000439653,0.420075715,2.893031597,0.124158099,0.000329562,0.693032146,3.024794102,0.347290903,0.000148894,0.420640409,2.989108562,0.133096829,0.000384485,0.657307267,3.096108437,-0.352142394,0.000804953,0.458761841,3.06906724,-0.607840955,0.001887357,170,240,32,54,92,-324,2
1,0.727914512,0.568267882,-1.053503871,0.99916327,0.758766234,0.511694849,-0.957304478,0.998573065,0.775620937,0.519830048,-0.957688689,0.998553336,0.791044116,0.528239548,-0.958019137,0.998108923,0.702697873,0.485364705,-0.997746289,0.998872519,0.682539582,0.473907858,-0.99728024,0.999123573,0.662398219,0.462694436,-0.99784708,0.999154687,0.791312933,0.56182307,-0.47966823,0.997143328,0.609122097,0.470932543,-0.656240761,0.999326169,0.73636049,0.651468813,-0.880287945,0.99903816,0.668982506,0.622665644,-0.932162166,0.99956876,0.819669843,0.914648652,-0.184736997,0.974300504,0.341176569,0.828930616,-0.466213763,0.99287957,0.883829772,1.354256749,-0.05857981,0.042269018,0.208285451,1.289078951,-0.383059174,0.220864713,0.856182098,1.618837357,-0.367418617,0.01053088,0.226930261,1.596657515,-0.784488201,0.041299798,0.872845531,1.727741003,-0.461717784,0.015101997,0.209653333,1.707074046,-0.911995411,0.048857618,0.832130253,1.710488796,-0.522502422,0.022982981,0.25927031,1.703912139,-0.995281696,0.076835811,0.81788826,1.66352582,-0.41434446,0.021384837,0.271286041,1.657244563,-0.831528187,0.068784267,0.681216359,1.697419047,-0.006227622,0.000608224,0.37632066,1.653838396,0.010737428,0.000526783,0.630995274,2.362548113,-0.034476314,0.002222328,0.358924627,2.322406292,-0.062606409,0.001037757,0.601320863,2.968278408,0.630817592,0.000208566,0.340233445,2.911281109,0.412311316,5.95E-05,0.593061447,3.072953701,0.655385613,8.80E-05,0.321465671,3.0090065,0.436819017,0.000112894,0.573358536,3.144473076,-0.001552093,0.000317731,0.39811486,3.091487885,-0.284790397,0.000352922,155,239,30,54,108,-310,3
1,0.732434452,0.567753613,-1.059322715,0.999265909,0.764061749,0.512149215,-0.96178025,0.998690724,0.781135201,0.52052933,-0.962204576,0.998662114,0.796730936,0.529126227,-0.962503731,0.99820447,0.706911564,0.484900087,-1.000776529,0.999019802,0.686252475,0.472553194,-1.000300407,0.99925977,0.66596514,0.460653931,-1.000873208,0.999281585,0.797387481,0.562661886,-0.478106737,0.99710381,0.613176227,0.467845708,-0.645827472,0.999470174,0.740867138,0.65063113,-0.883355498,0.999124587,0.672148407,0.621819735,-0.93302381,0.999668002,0.824610114,0.921554387,-0.194186658,0.976583302,0.342073441,0.836350441,-0.475848347,0.995241284,0.889089942,1.369442105,-0.091464877,0.03785006,0.208001927,1.311280131,-0.39488706,0.224738717,0.86641103,1.628327847,-0.43081823,0.010023838,0.241285846,1.620108128,-0.796611726,0.042628806,0.884458661,1.736006141,-0.532013595,0.014137146,0.227778941,1.73299396,-0.921001792,0.048454475,0.845141053,1.71500802,-0.592628121,0.021588594,0.2763156,1.724224567,-1.002565861,0.076484546,0.829704762,1.668172479,-0.478729635,0.020478642,0.287432849,1.67665863,-0.841975212,0.069211632,0.684181333,1.714612842,-0.009823384,0.000554579,0.374725342,1.672618032,0.014303938,0.000501166,0.635605693,2.383156538,-0.036947642,0.00187375,0.358856738,2.344969749,-0.052190252,0.000843516,0.607575893,2.986283064,0.634155571,0.000202531,0.343422592,2.929855108,0.437474161,4.90E-05,0.599612474,3.09100461,0.659400344,8.47E-05,0.324800551,3.026803493,0.46335873,9.76E-05,0.577706635,3.165856838,0.007331311,0.000292757,0.404305875,3.113152742,-0.245978475,0.000308962,166,238,31,54,95,-319,2
1,0.730400383,0.567951441,-1.10051465,0.999357581,0.763390481,0.512380004,-1.00584352,0.998818219,0.780646443,0.520848811,-1.006242871,0.998813808,0.796352148,0.52963078,-1.006512403,0.998346925,0.705944777,0.48464936,-1.04510355,0.999121845,0.68537724,0.472138077,-1.044647336,0.999354959,0.664510012,0.46007365,-1.045241952,0.999355733,0.797653556,0.563393235,-0.517376184,0.997347116,0.612703204,0.466759026,-0.689546645,0.999545455,0.739758193,0.651165843,-0.922890663,0.999221802,0.67050451,0.622041762,-0.973280251,0.999717295,0.825232327,0.921898603,-0.208300397,0.978141606,0.342703789,0.835506618,-0.488405466,0.996111453,0.889707386,1.368011355,-0.079846755,0.036737476,0.207146794,1.299468279,-0.392551214,0.235644966,0.864566624,1.626272082,-0.402923435,0.01095829,0.237832546,1.603482962,-0.814835668,0.047219373,0.881060958,1.73375392,-0.500825405,0.015222064,0.222805709,1.715514541,-0.94635123,0.052519664,0.841585279,1.712498546,-0.560985684,0.023094894,0.271597058,1.70588553,-1.031795382,0.082516208,0.826486111,1.665527225,-0.44963187,0.021920817,0.283554435,1.658883214,-0.862154007,0.074341424,0.684129834,1.711179256,-0.008963903,0.000537364,0.373657644,1.666886568,0.013487111,0.000491488,0.634480059,2.376149654,-0.010613821,0.0016581,0.35853824,2.334385872,-0.056832422,0.00078656,0.604685426,2.977810383,0.684986234,0.000198422,0.340847462,2.918937206,0.463820696,4.66E-05,0.596467912,3.081936598,0.712679148,8.48E-05,0.322389334,3.016355753,0.49306336,9.62E-05,0.572771668,3.157316923,0.061745424,0.000293533,0.399505496,3.100427866,-0.229328245,0.000312765,168,240,31,54,95,-323,2
